Hechos Intradía,,,,,,
,,,,,,
"Razón Social: TV AZTECA, S.A.B. DE C.V.",,,,,,
Ticker: AZTECA,,,,,,
Serie: CPO,,,,,,
Fecha Inicial: 6/30/2014,,,,,,
Fecha Final: 7/5/2014,,,,,,
,,,,,,
Hechos,,,,,,
,,,,,,
FECHA,HORA,COMPRADOR,VENDEDOR,VOLUMEN,PRECIO,IMPORTE
2/7/2014,2:44:00 PM,INTERACCIONES CASA DE BOL,CB CREDIT SUISSE (MEXICO),1200,7.45,8940
2/7/2014,2:45:00 PM,INTERACCIONES CASA DE BOL,CB CREDIT SUISSE (MEXICO),1300,7.45,9685
2/7/2014,2:45:00 PM,INTERACCIONES CASA DE BOL,CB CREDIT SUISSE (MEXICO),1200,7.45,8940
2/7/2014,2:46:00 PM,INTERACCIONES CASA DE BOL,CB CREDIT SUISSE (MEXICO),1300,7.45,9685
2/7/2014,2:46:00 PM,INTERACCIONES CASA DE BOL,CB CREDIT SUISSE (MEXICO),1300,7.45,9685
2/7/2014,2:47:00 PM,INTERACCIONES CASA DE BOL,CB CREDIT SUISSE (MEXICO),1400,7.45,10430
2/7/2014,2:47:00 PM,INTERACCIONES CASA DE BOL,CB CREDIT SUISSE (MEXICO),1300,7.45,9685
2/7/2014,2:48:00 PM,INTERACCIONES CASA DE BOL,CB CREDIT SUISSE (MEXICO),1800,7.45,13410
2/7/2014,2:49:00 PM,INTERACCIONES CASA DE BOL,CB CREDIT SUISSE (MEXICO),900,7.45,6705
2/7/2014,2:49:00 PM,INTERACCIONES CASA DE BOL,CB CREDIT SUISSE (MEXICO),1700,7.45,12665
2/7/2014,2:49:00 PM,INTERACCIONES CASA DE BOL,CITIBANK,23300,7.45,173585
2/7/2014,2:49:00 PM,INTERACCIONES CASA DE BOL,CITIBANK,1700,7.45,12665
2/7/2014,2:50:00 PM,INTERACCIONES CASA DE BOL,CB CREDIT SUISSE (MEXICO),1600,7.45,11920
2/7/2014,2:50:00 PM,UBS CASA DE BOLSA S.A.,CI CASA DE BOLSA,1748,7.46,13040.08
2/7/2014,2:50:00 PM,VECTOR CASA DE BOLSA,CI CASA DE BOLSA,3000,7.46,22380
2/7/2014,2:50:00 PM,INTERACCIONES CASA DE BOL,CB CREDIT SUISSE (MEXICO),1800,7.45,13410
2/7/2014,2:51:00 PM,INTERACCIONES CASA DE BOL,CB CREDIT SUISSE (MEXICO),1600,7.45,11920
2/7/2014,2:51:00 PM,GRUPO BURSATIL MEXICANO,CI CASA DE BOLSA,128,7.46,954.88
2/7/2014,2:51:00 PM,INTERACCIONES CASA DE BOL,CB CREDIT SUISSE (MEXICO),1500,7.45,11175
2/7/2014,2:52:00 PM,INTERACCIONES CASA DE BOL,CB CREDIT SUISSE (MEXICO),1700,7.45,12665
2/7/2014,2:52:00 PM,INTERACCIONES CASA DE BOL,CB CREDIT SUISSE (MEXICO),1500,7.45,11175
2/7/2014,2:53:00 PM,INTERACCIONES CASA DE BOL,CB CREDIT SUISSE (MEXICO),1800,7.45,13410
2/7/2014,2:53:00 PM,GRUPO BURSATIL MEXICANO,CI CASA DE BOLSA,257,7.46,1917.22
2/7/2014,2:53:00 PM,INTERACCIONES CASA DE BOL,CB CREDIT SUISSE (MEXICO),1500,7.45,11175
2/7/2014,2:54:00 PM,GRUPO BURSATIL MEXICANO,CI CASA DE BOLSA,180,7.46,1342.8
2/7/2014,2:54:00 PM,INTERACCIONES CASA DE BOL,CB CREDIT SUISSE (MEXICO),1900,7.45,14155
2/7/2014,2:54:00 PM,INTERACCIONES CASA DE BOL,CB CREDIT SUISSE (MEXICO),1700,7.45,12665
2/7/2014,2:54:00 PM,INTERACCIONES CASA DE BOL,CB CREDIT SUISSE (MEXICO),1500,7.45,11175
2/7/2014,2:55:00 PM,GRUPO BURSATIL MEXICANO,CI CASA DE BOLSA,156,7.46,1163.76
2/7/2014,2:55:00 PM,INTERACCIONES CASA DE BOL,CB CREDIT SUISSE (MEXICO),2000,7.45,14900
2/7/2014,2:55:00 PM,INTERACCIONES CASA DE BOL,CB CREDIT SUISSE (MEXICO),1100,7.45,8195
2/7/2014,2:55:00 PM,INTERACCIONES CASA DE BOL,CB CREDIT SUISSE (MEXICO),1100,7.45,8195
2/7/2014,2:56:00 PM,INTERACCIONES CASA DE BOL,CB CREDIT SUISSE (MEXICO),1400,7.45,10430
2/7/2014,2:56:00 PM,GRUPO BURSATIL MEXICANO,CI CASA DE BOLSA,129,7.46,962.34
2/7/2014,2:56:00 PM,INTERACCIONES CASA DE BOL,CB CREDIT SUISSE (MEXICO),1200,7.45,8940
2/7/2014,2:56:00 PM,INTERACCIONES CASA DE BOL,CB CREDIT SUISSE (MEXICO),100,7.45,745
2/7/2014,2:56:00 PM,GRUPO BURSATIL MEXICANO,CB CREDIT SUISSE (MEXICO),128,7.45,953.6
2/7/2014,2:56:00 PM,UBS CASA DE BOLSA S.A.,CB CREDIT SUISSE (MEXICO),372,7.45,2771.4
2/7/2014,2:56:00 PM,UBS CASA DE BOLSA S.A.,CB CREDIT SUISSE (MEXICO),608,7.45,4529.6
2/7/2014,2:56:00 PM,INTERACCIONES CASA DE BOL,CB CREDIT SUISSE (MEXICO),3992,7.45,29740.4
2/7/2014,2:58:00 PM,GRUPO BURSATIL MEXICANO,CI CASA DE BOLSA,173,7.46,1290.58
2/7/2014,2:58:00 PM,INTERACCIONES CASA DE BOL,CITIBANK,21008,7.45,156509.6
2/7/2014,2:58:00 PM,INTERACCIONES CASA DE BOL,CITIBANK,52215,7.45,389001.75
2/7/2014,2:58:00 PM,INTERACCIONES CASA DE BOL,CITIBANK,25000,7.45,186250
2/7/2014,2:58:00 PM,INTERACCIONES CASA DE BOL,CITIBANK,25000,7.45,186250
2/7/2014,2:58:00 PM,INTERACCIONES CASA DE BOL,CITIBANK,25000,7.45,186250
2/7/2014,2:58:00 PM,INTERACCIONES CASA DE BOL,CITIBANK,41839,7.45,311700.55
2/7/2014,2:58:00 PM,GRUPO BURSATIL MEXICANO,CITIBANK,149,7.45,1110.05
2/7/2014,3:00:00 PM,CB CREDIT SUISSE (MEXICO),CB CREDIT SUISSE (MEXICO),9700,7.45,72265
2/7/2014,3:00:00 PM,CB CREDIT SUISSE (MEXICO),CB CREDIT SUISSE (MEXICO),56800,7.45,423160
3/7/2014,9:06:00 AM,GRUPO BURSATIL MEXICANO,VECTOR CASA DE BOLSA,600,7.49,4494
3/7/2014,9:06:00 AM,GRUPO BURSATIL MEXICANO,CI CASA DE BOLSA,500,7.5,3750
3/7/2014,9:06:00 AM,GRUPO BURSATIL MEXICANO,CITIBANK,290,7.5,2175
3/7/2014,9:06:00 AM,GRUPO BURSATIL MEXICANO,CITIBANK,310,7.5,2325
3/7/2014,9:06:00 AM,GRUPO BURSATIL MEXICANO,GRUPO BURSATIL MEXICANO,4690,7.5,35175
3/7/2014,9:06:00 AM,GRUPO BURSATIL MEXICANO,GRUPO BURSATIL MEXICANO,4000,7.5,30000
3/7/2014,9:09:00 AM,GRUPO BURSATIL MEXICANO,MORGAN STANLEY MEXICO CAS,8600,7.49,64414
3/7/2014,9:10:00 AM,UBS CASA DE BOLSA S.A.,GRUPO BURSATIL MEXICANO,1528,7.5,11460
3/7/2014,9:11:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,2082,7.5,15615
3/7/2014,9:11:00 AM,ACTINVER CASA DE BOLSA,CI CASA DE BOLSA,5000,7.5,37500
3/7/2014,9:11:00 AM,ACTINVER CASA DE BOLSA,CI CASA DE BOLSA,2918,7.5,21885
3/7/2014,9:11:00 AM,ACTINVER CASA DE BOLSA,CI CASA DE BOLSA,2082,7.5,15615
3/7/2014,9:11:00 AM,ACTINVER CASA DE BOLSA,CI CASA DE BOLSA,5000,7.5,37500
3/7/2014,9:11:00 AM,ACTINVER CASA DE BOLSA,CI CASA DE BOLSA,5000,7.5,37500
3/7/2014,9:11:00 AM,ACTINVER CASA DE BOLSA,VECTOR CASA DE BOLSA,5200,7.5,39000
3/7/2014,9:11:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,2718,7.5,20385
3/7/2014,9:11:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,1282,7.5,9615
3/7/2014,9:11:00 AM,ACTINVER CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,3400,7.5,25500
3/7/2014,9:11:00 AM,ACTINVER CASA DE BOLSA,IXE CASA DE BOLSA,100,7.5,750
3/7/2014,9:13:00 AM,ACTINVER CASA DE BOLSA,VECTOR CASA DE BOLSA,1500,7.51,11265
3/7/2014,9:13:00 AM,GRUPO BURSATIL MEXICANO,VECTOR CASA DE BOLSA,1350,7.51,10138.5
3/7/2014,9:14:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,20202,7.5,151515
3/7/2014,9:15:00 AM,UBS CASA DE BOLSA S.A.,GRUPO BURSATIL MEXICANO,1528,7.5,11460
3/7/2014,9:20:00 AM,UBS CASA DE BOLSA S.A.,GRUPO BURSATIL MEXICANO,670,7.5,5025
3/7/2014,9:20:00 AM,UBS CASA DE BOLSA S.A.,VECTOR CASA DE BOLSA,858,7.51,6443.58
3/7/2014,9:21:00 AM,UBS CASA DE BOLSA S.A.,VECTOR CASA DE BOLSA,400,7.5,3000
3/7/2014,9:21:00 AM,UBS CASA DE BOLSA S.A.,VECTOR CASA DE BOLSA,1128,7.51,8471.28
3/7/2014,9:22:00 AM,UBS CASA DE BOLSA S.A.,VECTOR CASA DE BOLSA,164,7.51,1231.64
3/7/2014,9:22:00 AM,UBS CASA DE BOLSA S.A.,CI CASA DE BOLSA,1364,7.51,10243.64
3/7/2014,9:25:00 AM,UBS CASA DE BOLSA S.A.,CI CASA DE BOLSA,1528,7.51,11475.28
3/7/2014,9:30:00 AM,UBS CASA DE BOLSA S.A.,CI CASA DE BOLSA,1528,7.51,11475.28
3/7/2014,9:35:00 AM,UBS CASA DE BOLSA S.A.,CI CASA DE BOLSA,580,7.51,4355.8
3/7/2014,9:35:00 AM,UBS CASA DE BOLSA S.A.,CI CASA DE BOLSA,948,7.51,7119.48
3/7/2014,9:40:00 AM,UBS CASA DE BOLSA S.A.,CI CASA DE BOLSA,1528,7.51,11475.28
3/7/2014,9:44:00 AM,ACTINVER CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,625,7.5,4687.5
3/7/2014,9:45:00 AM,UBS CASA DE BOLSA S.A.,CI CASA DE BOLSA,1528,7.51,11475.28
3/7/2014,9:50:00 AM,UBS CASA DE BOLSA S.A.,CI CASA DE BOLSA,996,7.51,7479.96
3/7/2014,9:50:00 AM,UBS CASA DE BOLSA S.A.,IXE CASA DE BOLSA,100,7.51,751
3/7/2014,9:50:00 AM,UBS CASA DE BOLSA S.A.,GRUPO BURSATIL MEXICANO,100,7.51,751
3/7/2014,9:50:00 AM,UBS CASA DE BOLSA S.A.,GRUPO BURSATIL MEXICANO,332,7.52,2496.64
3/7/2014,9:50:00 AM,GRUPO BURSATIL MEXICANO,GRUPO BURSATIL MEXICANO,100,7.52,752
3/7/2014,9:55:00 AM,UBS CASA DE BOLSA S.A.,GRUPO BURSATIL MEXICANO,1528,7.52,11490.56
3/7/2014,10:00:00 AM,UBS CASA DE BOLSA S.A.,GRUPO BURSATIL MEXICANO,465,7.52,3496.8
3/7/2014,10:00:00 AM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,1063,7.52,7993.76
3/7/2014,10:01:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,547,7.5,4102.5
3/7/2014,10:05:00 AM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,1528,7.52,11490.56
3/7/2014,10:07:00 AM,ACTINVER CASA DE BOLSA,VALORES FINAMEX,828,7.5,6210
3/7/2014,10:07:00 AM,GRUPO BURSATIL MEXICANO,VALORES FINAMEX,100,7.5,750
3/7/2014,10:07:00 AM,GRUPO BURSATIL MEXICANO,VALORES FINAMEX,1400,7.49,10486
3/7/2014,10:07:00 AM,VALORES FINAMEX,VALORES FINAMEX,1000,7.49,7490
3/7/2014,10:07:00 AM,VALORES FINAMEX,VALORES FINAMEX,10800,7.49,80892
3/7/2014,10:07:00 AM,GRUPO BURSATIL MEXICANO,VALORES FINAMEX,800,7.49,5992
3/7/2014,10:10:00 AM,UBS CASA DE BOLSA S.A.,VALORES FINAMEX,1528,7.49,11444.72
3/7/2014,10:10:00 AM,DEUTSCHE SECURITIES,ACTINVER CASA DE BOLSA,15800,7.48,118184
3/7/2014,10:10:00 AM,GRUPO BURSATIL MEXICANO,ACTINVER CASA DE BOLSA,10000,7.48,74800
3/7/2014,10:15:00 AM,UBS CASA DE BOLSA S.A.,VALORES FINAMEX,1528,7.49,11444.72
3/7/2014,10:17:00 AM,GRUPO BURSATIL MEXICANO,VALORES FINAMEX,5000,7.49,37450
3/7/2014,10:20:00 AM,UBS CASA DE BOLSA S.A.,VALORES FINAMEX,1016,7.49,7609.84
3/7/2014,10:20:00 AM,UBS CASA DE BOLSA S.A.,MORGAN STANLEY MEXICO CAS,512,7.49,3834.88
3/7/2014,10:23:00 AM,DEUTSCHE SECURITIES,ACTINVER CASA DE BOLSA,15200,7.48,113696
3/7/2014,10:23:00 AM,GRUPO BURSATIL MEXICANO,ACTINVER CASA DE BOLSA,10000,7.47,74700
3/7/2014,10:23:00 AM,DEUTSCHE SECURITIES,ACTINVER CASA DE BOLSA,15900,7.47,118773
3/7/2014,10:23:00 AM,VALORES FINAMEX,ACTINVER CASA DE BOLSA,4000,7.47,29880
3/7/2014,10:23:00 AM,GRUPO BURSATIL MEXICANO,ACTINVER CASA DE BOLSA,800,7.47,5976
3/7/2014,10:23:00 AM,VALORES FINAMEX,ACTINVER CASA DE BOLSA,7900,7.47,59013
3/7/2014,10:23:00 AM,GRUPO BURSATIL MEXICANO,ACTINVER CASA DE BOLSA,500,7.46,3730
3/7/2014,10:23:00 AM,DEUTSCHE SECURITIES,ACTINVER CASA DE BOLSA,16600,7.46,123836
3/7/2014,10:23:00 AM,GRUPO BURSATIL MEXICANO,ACTINVER CASA DE BOLSA,100,7.46,746
3/7/2014,10:23:00 AM,VALORES FINAMEX,ACTINVER CASA DE BOLSA,82829,7.45,617076.05
3/7/2014,10:23:00 AM,ACTINVER CASA DE BOLSA,ACTINVER CASA DE BOLSA,20283,7.45,151108.35
3/7/2014,10:23:00 AM,DEUTSCHE SECURITIES,UBS CASA DE BOLSA S.A.,644,7.48,4817.12
3/7/2014,10:25:00 AM,UBS CASA DE BOLSA S.A.,UBS CASA DE BOLSA S.A.,322,7.49,2411.78
3/7/2014,10:25:00 AM,UBS CASA DE BOLSA S.A.,MORGAN STANLEY MEXICO CAS,600,7.5,4500
3/7/2014,10:25:00 AM,UBS CASA DE BOLSA S.A.,GRUPO BURSATIL MEXICANO,606,7.5,4545
3/7/2014,10:30:00 AM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,1528,7.52,11490.56
3/7/2014,10:35:00 AM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,1528,7.52,11490.56
3/7/2014,10:40:00 AM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,1528,7.5,11460
3/7/2014,10:45:00 AM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,1528,7.5,11460
3/7/2014,10:50:00 AM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,1528,7.5,11460
3/7/2014,10:55:00 AM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,1528,7.5,11460
3/7/2014,11:00:00 AM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,1528,7.5,11460
3/7/2014,11:05:00 AM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,1528,7.5,11460
3/7/2014,11:10:00 AM,UBS CASA DE BOLSA S.A.,CITIBANK,1510,7.5,11325
3/7/2014,11:15:00 AM,UBS CASA DE BOLSA S.A.,CITIBANK,1528,7.5,11460
3/7/2014,11:20:00 AM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,1528,7.49,11444.72
3/7/2014,11:25:00 AM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,1528,7.49,11444.72
3/7/2014,11:30:00 AM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,1528,7.49,11444.72
3/7/2014,11:35:00 AM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,1528,7.49,11444.72
3/7/2014,11:40:00 AM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,1528,7.49,11444.72
3/7/2014,11:45:00 AM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,1528,7.49,11444.72
3/7/2014,11:50:00 AM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,1528,7.49,11444.72
3/7/2014,11:55:00 AM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,1528,7.49,11444.72
3/7/2014,12:00:00 PM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,1528,7.49,11444.72
3/7/2014,12:05:00 PM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,1528,7.49,11444.72
3/7/2014,12:10:00 PM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,345,7.49,2584.05
3/7/2014,12:10:00 PM,UBS CASA DE BOLSA S.A.,MORGAN STANLEY MEXICO CAS,1000,7.49,7490
3/7/2014,12:10:00 PM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,183,7.49,1370.67
3/7/2014,12:15:00 PM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,1528,7.49,11444.72
3/7/2014,12:20:00 PM,UBS CASA DE BOLSA S.A.,GRUPO BURSATIL MEXICANO,200,7.48,1496
3/7/2014,12:20:00 PM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,1328,7.49,9946.72
3/7/2014,12:25:00 PM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,1528,7.49,11444.72
3/7/2014,12:30:00 PM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,1528,7.49,11444.72
3/7/2014,12:35:00 PM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,1528,7.49,11444.72
3/7/2014,12:40:00 PM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,1528,7.49,11444.72
3/7/2014,12:45:00 PM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,1528,7.49,11444.72
3/7/2014,12:50:00 PM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,1528,7.49,11444.72
3/7/2014,12:55:00 PM,UBS CASA DE BOLSA S.A.,DEUTSCHE SECURITIES,1318,7.49,9871.82
3/7/2014,12:55:00 PM,UBS CASA DE BOLSA S.A.,IXE CASA DE BOLSA,210,7.49,1572.9
3/7/2014,1:00:00 PM,UBS CASA DE BOLSA S.A.,IXE CASA DE BOLSA,1528,7.49,11444.72
3/7/2014,1:05:00 PM,UBS CASA DE BOLSA S.A.,IXE CASA DE BOLSA,353,7.49,2643.97
3/7/2014,1:05:00 PM,UBS CASA DE BOLSA S.A.,ACTINVER CASA DE BOLSA,1000,7.49,7490
3/7/2014,1:05:00 PM,UBS CASA DE BOLSA S.A.,MORGAN STANLEY MEXICO CAS,175,7.49,1310.75
3/7/2014,1:05:00 PM,GRUPO BURSATIL MEXICANO,MORGAN STANLEY MEXICO CAS,2325,7.49,17414.25
3/7/2014,1:05:00 PM,GRUPO BURSATIL MEXICANO,GRUPO BURSATIL MEXICANO,1675,7.49,12545.75
3/7/2014,1:08:00 PM,VALORES FINAMEX,INTERACCIONES CASA DE BOL,50000,7.47,373500
3/7/2014,1:08:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,50010,7.47,373574.7
3/7/2014,1:08:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,80000,7.47,597600
3/7/2014,1:08:00 PM,VALORES FINAMEX,INTERACCIONES CASA DE BOL,50000,7.47,373500
3/7/2014,1:08:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,19990,7.47,149325.3
3/7/2014,1:08:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,30020,7.47,224249.4
3/7/2014,1:08:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,80000,7.47,597600
3/7/2014,1:08:00 PM,VALORES FINAMEX,INTERACCIONES CASA DE BOL,50000,7.47,373500
3/7/2014,1:08:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,50010,7.47,373574.7
3/7/2014,1:08:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,80000,7.47,597600
3/7/2014,1:08:00 PM,VALORES FINAMEX,INTERACCIONES CASA DE BOL,50000,7.47,373500
3/7/2014,1:08:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,34970,7.47,261225.9
3/7/2014,1:08:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,15040,7.47,112348.8
3/7/2014,1:08:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,80000,7.47,597600
3/7/2014,1:08:00 PM,VALORES FINAMEX,INTERACCIONES CASA DE BOL,29960,7.47,223801.2
3/7/2014,1:08:00 PM,VALORES FINAMEX,INTERACCIONES CASA DE BOL,20040,7.47,149698.8
3/7/2014,1:08:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,50010,7.47,373574.7
3/7/2014,1:08:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,80000,7.47,597600
3/7/2014,1:08:00 PM,VALORES FINAMEX,INTERACCIONES CASA DE BOL,50000,7.47,373500
3/7/2014,1:08:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,50010,7.47,373574.7
3/7/2014,1:08:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,80000,7.47,597600
3/7/2014,1:08:00 PM,VALORES FINAMEX,INTERACCIONES CASA DE BOL,50000,7.47,373500
3/7/2014,1:08:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,44940,7.47,335701.8
3/7/2014,1:08:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,5070,7.47,37872.9
3/7/2014,1:08:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,80000,7.47,597600
3/7/2014,1:08:00 PM,VALORES FINAMEX,INTERACCIONES CASA DE BOL,50000,7.47,373500
3/7/2014,1:08:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,50010,7.47,373574.7
3/7/2014,1:08:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,80000,7.47,597600
3/7/2014,1:08:00 PM,VALORES FINAMEX,INTERACCIONES CASA DE BOL,50000,7.47,373500
3/7/2014,1:08:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,50010,7.47,373574.7
3/7/2014,1:08:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,9910,7.47,74027.7
3/7/2014,1:08:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,70090,7.47,523572.3
3/7/2014,1:08:00 PM,VALORES FINAMEX,INTERACCIONES CASA DE BOL,50000,7.47,373500
3/7/2014,1:08:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,4910,7.47,36677.7
3/7/2014,1:09:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,45100,7.47,336897
3/7/2014,1:09:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,80000,7.47,597600
3/7/2014,1:09:00 PM,VALORES FINAMEX,INTERACCIONES CASA DE BOL,50000,7.47,373500
3/7/2014,1:09:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,50010,7.47,373574.7
3/7/2014,1:09:00 PM,VALORES FINAMEX,INTERACCIONES CASA DE BOL,50000,7.47,373500
3/7/2014,1:09:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,50010,7.47,373574.7
3/7/2014,1:09:00 PM,VALORES FINAMEX,INTERACCIONES CASA DE BOL,50000,7.47,373500
3/7/2014,1:09:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,49880,7.47,372603.6
3/7/2014,1:09:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,130,7.47,971.1
3/7/2014,1:09:00 PM,VALORES FINAMEX,INTERACCIONES CASA DE BOL,50000,7.47,373500
3/7/2014,1:09:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,50010,7.47,373574.7
3/7/2014,1:09:00 PM,VALORES FINAMEX,INTERACCIONES CASA DE BOL,50000,7.47,373500
3/7/2014,1:09:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,50010,7.47,373574.7
3/7/2014,1:09:00 PM,VALORES FINAMEX,INTERACCIONES CASA DE BOL,49850,7.47,372379.5
3/7/2014,1:09:00 PM,VALORES FINAMEX,INTERACCIONES CASA DE BOL,150,7.47,1120.5
3/7/2014,1:09:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,50010,7.47,373574.7
3/7/2014,1:09:00 PM,VALORES FINAMEX,INTERACCIONES CASA DE BOL,50000,7.47,373500
3/7/2014,1:09:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,50010,7.47,373574.7
3/7/2014,1:09:00 PM,VALORES FINAMEX,INTERACCIONES CASA DE BOL,50000,7.47,373500
3/7/2014,1:09:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,50010,7.47,373574.7
3/7/2014,1:09:00 PM,VALORES FINAMEX,INTERACCIONES CASA DE BOL,50000,7.47,373500
3/7/2014,1:09:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,50010,7.47,373574.7
3/7/2014,1:09:00 PM,VALORES FINAMEX,INTERACCIONES CASA DE BOL,24810,7.47,185330.7
3/7/2014,1:09:00 PM,VALORES FINAMEX,INTERACCIONES CASA DE BOL,25190,7.47,188169.3
3/7/2014,1:09:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,50010,7.47,373574.7
3/7/2014,1:10:00 PM,UBS CASA DE BOLSA S.A.,MORGAN STANLEY MEXICO CAS,1528,7.48,11429.44
3/7/2014,1:10:00 PM,GRUPO BURSATIL MEXICANO,INTERACCIONES CASA DE BOL,500,7.47,3735
3/7/2014,1:10:00 PM,PUNTO CASA DE BOLSA,INTERACCIONES CASA DE BOL,199800,7.47,1492506
3/7/2014,1:15:00 PM,UBS CASA DE BOLSA S.A.,INTERACCIONES CASA DE BOL,1425,7.47,10644.75
3/7/2014,1:15:00 PM,UBS CASA DE BOLSA S.A.,MORGAN STANLEY MEXICO CAS,103,7.48,770.44
3/7/2014,1:20:00 PM,UBS CASA DE BOLSA S.A.,MORGAN STANLEY MEXICO CAS,1528,7.48,11429.44
3/7/2014,1:25:00 PM,UBS CASA DE BOLSA S.A.,MORGAN STANLEY MEXICO CAS,1528,7.48,11429.44
3/7/2014,1:30:00 PM,UBS CASA DE BOLSA S.A.,MORGAN STANLEY MEXICO CAS,1528,7.48,11429.44
3/7/2014,1:35:00 PM,UBS CASA DE BOLSA S.A.,MORGAN STANLEY MEXICO CAS,1528,7.48,11429.44
3/7/2014,1:40:00 PM,UBS CASA DE BOLSA S.A.,MORGAN STANLEY MEXICO CAS,1528,7.48,11429.44
